frame_idx,video_time_ms,landmarks_found,metrics_valid,reject_reason,selected_side,left_min_visibility,right_min_visibility,selected_min_visibility,foot_min_visibility,consecutive_failures,stage_heavy,rep_heavy,hip_y_raw,hip_y_heavy,hip_change_heavy,hip_angle_heavy_raw,hip_angle_heavy,knee_angle_heavy_raw,knee_angle_heavy,trunk_vert_heavy_raw,trunk_vert_heavy,heel_angle_heavy_raw,heel_angle_heavy,trunk_max_heavy,heel_max_heavy,trunk_score_heavy,heel_score_heavy,score_heavy
33,1100,True,True,,left,0.6067518591880798,0.06771543622016907,0.6067518591880798,0.6549884676933289,0,up,1,182.96157360076904,181.03548431396484,0.8892602920532227,176.1193211110349,175.58727276705346,167.9861876814564,168.62553296296363,2.3673292126480874,1.6883308252761737,25.94947830529502,25.208320357490383,28.43976774287089,25.208320357490383,53.82400135483729,66.53504127943927,60.17952131713828
34,1133,True,True,,left,0.5769586563110352,0.0617888867855072,0.5769586563110352,0.6347426772117615,0,up,1,183.9052391052246,182.09631729125977,1.0608329772949219,176.02698290911243,175.4046670379806,167.16837724079008,167.8952409617189,2.4888621645257274,1.8787904633697194,26.960540923440263,25.56065796489414,28.43976774287089,25.56065796489414,53.82400135483729,67.79603903225271,60.810020193545
35,1167,True,True,,left,0.555385172367096,0.05666625127196312,0.555385172367096,0.6199983358383179,0,up,1,184.72925662994385,183.15448379516602,1.05816650390625,176.4480360352639,175.5442417921263,166.64574242392453,167.34421622676837,2.925943112313462,2.1527259359530175,27.256872127897037,26.032727510843934,28.43976774287089,26.032727510843934,53.82400135483729,69.48555109144145,61.65477622313937
36,1200,True,True,,left,0.5402210354804993,0.052419308573007584,0.5402210354804993,0.6048297882080078,0,up,1,184.20438766479492,183.6714448928833,0.5169610977172852,177.4920141173427,176.10763139973247,167.25747748800725,167.27186795652997,3.2173490509431417,2.4965960677816157,32.233094608610884,27.539355319311028,28.43976774287089,27.539355319311028,53.82400135483729,74.87769272174472,64.35084703829101
37,1233,True,True,,left,0.5208885669708252,0.0482616201043129,0.5208885669708252,0.5908498167991638,0,up,1,184.72204685211182,184.10450077056885,0.4330558776855469,178.1552736797656,176.84832557050393,167.05987374237887,167.22353171531142,3.648655977989705,2.9296279036840245,33.3634415965052,29.152685512349684,28.43976774287089,29.152685512349684,53.82400135483729,80.65171657051465,67.23785896267597
38,1267,True,True,,left,0.5103129744529724,0.044971343129873276,0.5103129744529724,0.5827143788337708,0,up,1,185.60930728912354,184.63404750823975,0.5295467376708984,176.70757158594066,176.96597566548505,165.87326299872237,166.80094677876463,3.181510067690752,3.0924640746925576,33.40003382682534,30.642796616655744,28.43976774287089,30.642796616655744,53.82400135483729,85.98474578592582,69.90437357038155
39,1300,True,True,,left,0.5155431628227234,0.04329696297645569,0.5155431628227234,0.5834430456161499,0,up,1,185.8449125289917,185.02198219299316,0.38793468475341797,177.38954719563452,177.23848852278948,165.781450730776,166.5235614767618,3.6050395863521345,3.315699559057839,33.512900495910806,31.953268531149853,28.43976774287089,31.953268531149853,53.82400135483729,90.67485579569421,72.24942857526575
40,1333,True,True,,left,0.5185741186141968,0.041662976145744324,0.5185741186141968,0.5802139043807983,0,up,1,185.6984567642212,185.21582221984863,0.19384002685546875,176.75136125292877,177.29915356632245,165.4812389215138,166.29066077627968,3.28804436827906,3.3881198102509584,36.1492377206182,33.73174164969409,28.43976774287089,33.73174164969409,53.82400135483729,97.03991748311567,75.43195941897648
41,1367,True,True,,left,0.5259889960289001,0.04099292680621147,0.5259889960289001,0.5811024904251099,0,up,1,185.83325386047363,185.54159545898438,0.3257732391357422,176.51246698920423,177.10324414069476,165.17441461802403,165.874048202283,3.234487163754821,3.3915474328132946,36.155269768078476,34.5161766815876,28.43976774287089,34.5161766815876,53.82400135483729,99.84736917620826,76.83568526552278
42,1400,True,True,,left,0.5281786918640137,0.039917897433042526,0.5281786918640137,0.5809820890426636,0,up,1,185.61133861541748,185.7194538116455,0.1778583526611328,176.42679910867588,176.75754922647678,165.070674741422,165.47620840209166,3.2666012737176686,3.3151364919588873,37.349696796269555,35.31342772154047,28.43976774287089,35.31342772154047,53.82400135483729,100.0,76.91200067741865
43,1433,True,True,,left,0.5208869576454163,0.03764355927705765,0.5208869576454163,0.5711596608161926,0,up,1,185.64655780792236,185.72690391540527,0.007450103759765625,176.21587223995797,176.6592093572803,164.88750274227655,165.27905635080248,3.181300569423911,3.315094592305519,37.571471985371076,36.14771535324962,28.43976774287089,36.14771535324962,53.82400135483729,100.0,76.91200067741865
44,1467,True,True,,left,0.5364771485328674,0.03759172558784485,0.5364771485328674,0.5783538222312927,0,up,1,185.6004810333252,185.67801761627197,-0.04888629913330078,176.1299053284015,176.4072809838337,165.0992063573034,165.14260747610797,3.1346915913753293,3.221024993310158,35.580811425258844,36.56129753911923,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
45,1500,True,True,,left,0.5473572015762329,0.037847746163606644,0.5473572015762329,0.5783166885375977,0,up,1,185.34235954284668,185.60679817199707,-0.07121944427490234,176.40528903367152,176.3380665399822,166.18703527081806,165.2837667459688,2.9719784033330683,3.1578118003209594,35.276298199681484,36.38670963493189,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
46,1533,True,True,,left,0.5454491376876831,0.03680436685681343,0.5454491376876831,0.5785024166107178,0,up,1,185.87212085723877,185.6145715713501,0.007773399353027344,175.6412752638216,176.16382819490568,166.86448998967387,165.62178182029876,2.330732334354309,2.977060834440857,36.441095147546164,36.443874710825426,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
47,1567,True,True,,left,0.5512253642082214,0.03771195933222771,0.5512253642082214,0.5827991962432861,0,up,1,190.20063400268555,186.5324306488037,0.9178590774536133,174.90199639021534,175.8588676512136,166.72248256030323,165.952143384075,1.96127384608792,2.7159953489149076,36.36890586316199,36.24771652420391,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
48,1600,True,True,,left,0.556014358997345,0.03762640804052353,0.556014358997345,0.5857194066047668,0,up,1,190.9121561050415,187.58555030822754,1.0531196594238281,174.15518107128358,175.4467294174787,167.06635343954557,166.38791352352882,1.3451892472355667,2.3487730844772385,35.112061949477464,35.75583451702519,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
49,1633,True,True,,left,0.5608150362968445,0.03747428581118584,0.5608150362968445,0.5923982262611389,0,up,1,190.779447555542,188.6213436126709,1.0357933044433594,172.90082670538192,174.8009136928748,166.2897208800484,166.62601642807783,0.8529206851111866,1.89241890322441,33.91045181130069,35.421762594233556,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
50,1667,True,True,,left,0.5794378519058228,0.038351576775312424,0.5794378519058228,0.6093811392784119,0,up,1,190.48916816711426,189.6507053375244,1.0293617248535156,171.84472335236276,173.88880055661303,165.6301645451372,166.51464228294165,0.4785191705936995,1.3937270566765363,31.026403530318028,34.57178366036087,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
51,1700,True,True,,left,0.603872537612915,0.04083250090479851,0.603872537612915,0.6304119229316711,0,up,1,190.41350841522217,190.5589828491211,0.9082775115966797,170.8125844348062,172.92306239080995,165.34337255262813,166.2104187955325,0.03778518174152623,0.9351376261539798,28.41531782473723,32.96662819579908,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
52,1733,True,True,,left,0.6236904263496399,0.040846094489097595,0.6236904263496399,0.6468172073364258,0,up,1,191.3969850540161,190.7982530593872,0.23927021026611328,169.1629328331938,171.77524967940568,164.81110462136516,165.8281432077449,1.1307891738651392,0.7690406917094237,19.793520831807847,29.651551189528256,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
53,1767,True,True,,left,0.6510836482048035,0.0442720428109169,0.6510836482048035,0.6711943745613098,0,up,1,192.3460865020752,191.08503913879395,0.2867860794067383,168.7785593088385,170.69992532691668,165.52885917387516,165.52064435461082,2.121104715471162,0.9242237853565427,16.484262144562486,25.925991228545257,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
54,1800,True,True,,left,0.6762034893035889,0.04965068772435188,0.6762034893035889,0.6916258335113525,0,up,1,193.48151206970215,191.62545204162598,0.5404129028320312,168.0659528139345,169.73295054862714,165.68248250309122,165.3991966792194,3.3573401000992362,1.4251076683541526,11.400459899203353,21.42399284612579,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
55,1833,True,True,,left,0.7050806283950806,0.06093289330601692,0.7050806283950806,0.7185408473014832,0,up,1,198.78278732299805,193.28417587280273,1.6587238311767578,167.21581341182537,168.80716856051967,164.73112114755335,165.21938799970263,4.218307067477426,2.173065247730898,6.95862059767339,16.61043625959686,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
56,1867,True,True,,left,0.7296648621559143,0.068875752389431,0.7296648621559143,0.743289053440094,0,up,1,205.22502422332764,196.24647903442383,2.9623031616210938,165.32732735408834,167.71011714437608,163.39875153538918,164.83046379625483,5.195280070473785,3.2045642254773496,5.757977019726859,12.078968098594787,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
57,1900,True,True,,left,0.752197802066803,0.07717698812484741,0.752197802066803,0.7653700709342957,0,up,1,214.05381202697754,200.7778444290161,4.531365394592285,161.19273672839725,166.11607792341678,160.1039222397623,163.88902731993426,7.208838391837617,4.420174069071845,1.8588030014799997,8.492024532529218,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
58,1933,True,True,,left,0.7706508040428162,0.08278169482946396,0.7706508040428162,0.7838752865791321,0,up,1,221.5522813796997,206.61908340454102,5.841238975524902,155.18084303146895,163.39653466794286,157.1023680123798,162.20372908763517,10.319010287337903,6.059755183445193,1.8494000332677016,5.56505211027026,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
59,1967,True,True,,left,0.7873166799545288,0.08773690462112427,0.7873166799545288,0.7996830940246582,0,up,1,226.8834114074707,213.29946327209473,6.680379867553711,152.59372284864307,160.3020886748846,154.62104213705146,159.9914410144272,11.544383157835298,7.697163794992406,1.1468128132638287,3.514322693082356,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
60,2000,True,True,,left,0.7995468378067017,0.08834082633256912,0.7995468378067017,0.8130943775177002,0,up,1,228.83118152618408,219.30914211273193,6.009678840637207,142.63603985299852,155.38613396311922,148.41202614382343,156.72762201368124,15.607790040357216,9.975060389568364,0.5174903403722668,2.2260966416221306,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
61,2033,True,True,,left,0.8139611482620239,0.08837448805570602,0.8139611482620239,0.8259060382843018,0,up,1,233.93450260162354,225.0510377883911,5.74189567565918,129.54135927330717,148.228940346963,139.9952558615412,152.04692287891163,20.389941554591317,13.01399268639187,1.2700004115393344,1.3285013199846263,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
62,2067,True,True,,left,0.8290519714355469,0.08746165037155151,0.8290519714355469,0.8398185968399048,0,up,1,239.29598808288574,230.09947299957275,5.048435211181641,124.00476054418964,140.79134511012145,136.19201259651913,147.264540950263,22.14593412293935,16.001411832612217,0.5852493922455829,1.073790598137743,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
63,2100,True,True,,left,0.843195378780365,0.08525287359952927,0.843195378780365,0.8534463047981262,0,up,1,246.93964004516602,235.17694473266602,5.077471733093262,114.30934093451148,132.61704469072998,129.0842832548421,141.66092399875546,25.117356627996784,18.961081100743993,1.2409778434736947,0.9521061601789415,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
64,2133,True,True,,left,0.8575173020362854,0.0898260772228241,0.8575173020362854,0.8659092783927917,0,up,1,251.96542739868164,240.1933479309082,5.0164031982421875,104.5560632136742,123.00951276373618,122.25427948893098,135.18757146913134,28.30499079330724,22.313202627838383,0.8185205156560174,0.8864477006573793,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
65,2167,True,True,,left,0.8709849119186401,0.10035021603107452,0.8709849119186401,0.8776621222496033,0,up,1,259.77341651916504,246.3817949295044,6.188446998596191,101.59509829759087,114.80132445265467,118.05560969944801,129.11628818025628,27.61655864587864,24.714956348942668,0.3281828430449776,0.8485862011919213,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
66,2200,True,True,,left,0.8830996155738831,0.10708467662334442,0.8830996155738831,0.8882882595062256,0,up,1,265.3809928894043,252.67109298706055,6.289298057556152,97.16908648724566,108.32686989544236,114.12741870240063,123.94272074842817,28.20413888700009,26.277795815424422,0.6940706805904018,0.7334002550021349,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
67,2233,True,True,,left,0.8942238092422485,0.12242095917463303,0.8942238092422485,0.8975375294685364,0,up,1,272.711706161499,259.3542366027832,6.683143615722656,93.04673834059453,102.13526545472334,109.2549955885974,118.55531734684382,27.95560306607971,27.43972960405249,0.9368274413302994,0.8037158648190783,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
68,2267,True,True,,left,0.9037832617759705,0.13634856045246124,0.9037832617759705,0.9017719626426697,0,up,1,279.03857231140137,265.7740230560303,6.41978645324707,89.87268706148178,97.2479346801174,105.06687972146212,113.75183664016784,27.167724143641188,27.849803107181373,0.9698372354102869,0.7494877432063966,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
69,2300,True,True,,left,0.9129525423049927,0.1498984545469284,0.9129525423049927,0.9094448685646057,0,up,1,284.70208168029785,272.3213539123535,6.547330856323242,88.67166798603101,94.07105563458876,102.17066802160475,109.73511434670259,25.20016746634643,27.228838441789208,0.953213861588242,0.7764264123928415,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
70,2333,True,True,,left,0.9213815331459045,0.1590902954339981,0.9213815331459045,0.9173721075057983,0,up,1,289.79355812072754,278.325382232666,6.0040283203125,89.10298395598413,91.57263276626743,99.87809095017009,106.09961059684699,22.472484740153163,26.200023660644113,1.029975948130339,0.9167850334099139,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
71,2367,True,True,,left,0.9286723136901855,0.1641887128353119,0.9286723136901855,0.9230334758758545,0,up,1,291.20936393737793,283.49105644226074,5.165674209594727,90.31445005864703,90.2017054805477,98.58164857585629,102.99045657153813,19.94433746323972,24.548063375892042,0.6352666286673905,0.9050242230253115,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
72,2400,True,True,,left,0.9343652129173279,0.1580926924943924,0.9343652129173279,0.9259739518165588,0,up,1,293.0873394012451,287.56618309020996,4.075126647949219,89.33539431290599,89.45943667500998,95.59208175683351,100.25787380518537,17.841444428076812,22.525231648291463,0.6529929800194787,0.8482573307631472,28.43976774287089,36.56129753911923,53.82400135483729,100.0,76.91200067741865
73,2433,True,True,,left,0.9385002851486206,0.1589571088552475,0.9385002851486206,0.9261752963066101,0,down,1,290.98657608032227,289.95578384399414,2.3896007537841797,91.78984346297925,89.84286795530947,96.2308336564052,98.49066459217397,16.039653419392963,20.299617503441816,0.7855938435296251,0.811408652387015,20.299617503441816,0.0,83.38559959276392,0.0,0.0
74,2467,True,True,,left,0.9435858726501465,0.1655484437942505,0.9435858726501465,0.9297652244567871,0,down,1,290.79257011413574,291.1738815307617,1.2180976867675781,93.79000230846808,90.8665348197969,96.54129856218506,97.36479070029004,13.887514857776878,18.037086981727906,0.8040284369672104,0.7815715674628088,20.299617503441816,0.0,83.38559959276392,0.0,0.0
75,2500,True,True,,left,0.948215126991272,0.17068706452846527,0.948215126991272,0.9335653185844421,0,down,1,289.38855171203613,291.09288024902344,-0.08100128173828125,97.38496878417014,92.5229317854341,97.72267220575056,96.93370695140611,11.176124410429836,15.777814915783242,1.0221697374941767,0.7800103253355763,20.299617503441816,0.0,83.38559959276392,0.0,0.0
